Locus_tag	Replicon	Start	End	Type	Strand
SM2011_c03089	Chromosome	3258244	3258849	gene	-
SM2011_c05010	Chromosome	3258370	3258855	gene	+
SM2011_c03088	Chromosome	3258783	3259190	gene	-
SM2011_c03087	Chromosome	3259552	3261333	gene	+
SM2011_c06960	Chromosome	3259566	3259680	gene	-
SM2011_c03086	Chromosome	3261373	3261711	gene	-
SM2011_c03085	Chromosome	3261729	3262601	gene	-
SM2011_c04444	Chromosome	3262610	3265674	gene	-
SM2011_c06962	Chromosome	3263186	3263249	gene	+
SM2011_c06963	Chromosome	3263783	3263847	gene	+
SM2011_c02525	Chromosome	3265749	3267305	gene	-
SM2011_c02524	Chromosome	3267302	3267891	gene	-
SM2011_c02523	Chromosome	3267895	3268854	gene	-
SM2011_c07124	Chromosome	3268876	3268982	gene	+
SM2011_c02522	Chromosome	3268996	3269902	gene	-
SM2011_c02521	Chromosome	3269925	3270790	gene	+
SM2011_c02520	Chromosome	3270792	3272356	gene	+
SM2011_c02519	Chromosome	3272395	3273465	gene	+
SM2011_c02518	Chromosome	3273489	3274559	gene	+
SM2011_c06964	Chromosome	3273697	3273754	gene	-
SM2011_c02517	Chromosome	3274561	3275427	gene	+
SM2011_c02516	Chromosome	3275448	3276272	gene	+
SM2011_c02515	Chromosome	3276272	3276691	gene	+
SM2011_c02514	Chromosome	3276773	3278577	gene	+
SM2011_c02513	Chromosome	3278753	3280282	gene	+
SM2011_c02512	Chromosome	3280366	3281916	gene	+
SM2011_c06965	Chromosome	3281915	3281996	gene	-
SM2011_c02511	Chromosome	3282043	3282948	gene	+
SM2011_c02510	Chromosome	3282955	3283383	gene	-
SM2011_c02509	Chromosome	3283483	3284410	gene	+
SM2011_c02508	Chromosome	3284407	3285342	gene	+
SM2011_c02507	Chromosome	3285339	3286196	gene	+
SM2011_c02506	Chromosome	3286193	3287104	gene	+
SM2011_c06966	Chromosome	3287119	3287173	gene	+
SM2011_c02505	Chromosome	3287211	3288160	gene	+
SM2011_c02504	Chromosome	3288175	3288639	gene	-
SM2011_c02503	Chromosome	3288702	3289886	gene	+
SM2011_c02502	Chromosome	3290125	3290601	gene	-
SM2011_c02501	Chromosome	3290718	3292232	gene	-
SM2011_c02500	Chromosome	3292257	3293141	gene	-
SM2011_c06967	Chromosome	3293134	3293199	gene	+
SM2011_c02499	Chromosome	3293169	3294698	gene	-
SM2011_c06968	Chromosome	3294159	3294300	gene	+
SM2011_c02498	Chromosome	3294698	3295384	gene	-
SM2011_c02497	Chromosome	3295457	3295948	gene	-
SM2011_c02496	Chromosome	3296012	3298280	gene	-
SM2011_c02495	Chromosome	3298258	3299098	gene	+
SM2011_c02494	Chromosome	3299126	3300655	gene	-
SM2011_c02493	Chromosome	3301210	3301806	gene	+
SM2011_c02492	Chromosome	3301803	3302972	gene	+
SM2011_c02491	Chromosome	3302600	3304140	gene	-
SM2011_c02490	Chromosome	3304150	3305105	gene	-
SM2011_c07125	Chromosome	3305172	3305241	gene	-
SM2011_c02489	Chromosome	3305194	3306186	gene	+
SM2011_c02488	Chromosome	3306289	3307664	gene	+
SM2011_c02487	Chromosome	3307602	3309096	gene	-
SM2011_c02486	Chromosome	3309133	3309885	gene	-
SM2011_c02485	Chromosome	3309882	3310385	gene	-
SM2011_c02484	Chromosome	3310382	3311082	gene	-
SM2011_c06971	Chromosome	3310838	3310903	gene	+
SM2011_c02483	Chromosome	3311188	3312535	gene	-
SM2011_c02482	Chromosome	3312658	3315691	gene	-
SM2011_c02481	Chromosome	3315693	3316837	gene	-
SM2011_c02480	Chromosome	3316844	3318040	gene	-
SM2011_c02479	Chromosome	3318074	3319100	gene	-
SM2011_c02478	Chromosome	3319141	3320373	gene	-
SM2011_c02477	Chromosome	3320415	3320681	gene	-
SM2011_c02476	Chromosome	3320689	3320967	gene	-
SM2011_c02475	Chromosome	3320991	3321771	gene	-
SM2011_c02474	Chromosome	3321920	3322990	gene	-
SM2011_c02473	Chromosome	3323027	3323875	gene	-
SM2011_c02472	Chromosome	3323868	3324806	gene	-
SM2011_c02471	Chromosome	3324884	3326251	gene	-
SM2011_c06972	Chromosome	3325714	3325820	gene	+
SM2011_c02470	Chromosome	3326369	3327642	gene	+
SM2011_c02469	Chromosome	3327668	3328768	gene	+
SM2011_c02468	Chromosome	3328798	3329637	gene	+
SM2011_c02467	Chromosome	3329523	3330265	gene	-
SM2011_c06974	Chromosome	3329792	3329858	gene	+
SM2011_c02466	Chromosome	3330400	3331185	gene	-
SM2011_c02465	Chromosome	3331204	3333045	gene	-
SM2011_c02464	Chromosome	3333053	3333433	gene	-
SM2011_c02463	Chromosome	3333444	3333920	gene	-
SM2011_c06975	Chromosome	3333948	3334027	gene	-
SM2011_c03225	Chromosome	3334106	3334848	gene	+
SM2011_c06976	Chromosome	3334897	3334949	gene	+
SM2011_c06977	Chromosome	3335207	3335246	gene	+
SM2011_c03226	Chromosome	3335401	3336057	gene	-
SM2011_c03227	Chromosome	3336072	3336503	gene	-
SM2011_c03228	Chromosome	3336510	3336803	gene	-
SM2011_c03229	Chromosome	3336821	3337822	gene	-
SM2011_c03230	Chromosome	3337833	3339070	gene	-
SM2011_c03231	Chromosome	3338982	3340031	gene	+
SM2011_c03232	Chromosome	3340036	3340743	gene	+
SM2011_c03233	Chromosome	3340876	3342279	gene	+
SM2011_c06978	Chromosome	3341753	3341848	gene	-
SM2011_c03234	Chromosome	3342298	3343935	gene	+
SM2011_c03235	Chromosome	3343971	3344450	gene	+
SM2011_c03236	Chromosome	3344447	3345265	gene	+
SM2011_c03237	Chromosome	3345315	3346817	gene	-
SM2011_c03238	Chromosome	3346851	3347288	gene	+
SM2011_c03239	Chromosome	3347246	3347874	gene	-
SM2011_c06979	Chromosome	3347830	3347872	gene	+
SM2011_c03240	Chromosome	3347970	3348603	gene	+
SM2011_c06980	Chromosome	3348449	3348537	gene	-
SM2011_c03241	Chromosome	3348539	3349246	gene	-
SM2011_c03242	Chromosome	3349303	3351383	gene	-
SM2011_c06982	Chromosome	3349572	3349650	gene	+
SM2011_c06983	Chromosome	3349944	3350041	gene	+
SM2011_c03243	Chromosome	3351462	3353024	gene	-
SM2011_c03244	Chromosome	3353181	3353431	gene	-
SM2011_c03245	Chromosome	3353527	3354834	gene	+
SM2011_c03746	Chromosome	3354876	3355094	gene	-
SM2011_c03747	Chromosome	3355238	3355837	gene	+
SM2011_c03748	Chromosome	3355979	3356803	gene	-
SM2011_c03312	Chromosome	3356800	3357459	gene	-
SM2011_c03313	Chromosome	3357393	3358069	gene	-
SM2011_c03246	Chromosome	3358087	3359364	gene	+
SM2011_c06984	Chromosome	3358155	3358244	gene	-
SM2011_c05011	Chromosome	3359428	3359614	gene	+
SM2011_c03247	Chromosome	3359895	3360614	gene	+
SM2011_c06985	Chromosome	3361037	3361156	gene	+
SM2011_c07126	Chromosome	3361059	3361330	gene	+
SM2011_c03248	Chromosome	3361475	3362305	gene	-
SM2011_c06986	Chromosome	3361579	3361653	gene	+
SM2011_c03249	Chromosome	3362302	3362559	gene	-
SM2011_c03751	Chromosome	3362636	3363085	gene	-
SM2011_c03250	Chromosome	3363066	3363552	gene	-
SM2011_c03251	Chromosome	3364125	3365560	gene	-
SM2011_c06987	Chromosome	3364241	3364304	gene	+
SM2011_c03252	Chromosome	3365642	3366890	gene	-
SM2011_c03253	Chromosome	3366988	3367830	gene	-
SM2011_c06990	Chromosome	3368362	3369244	gene	-
SM2011_c06991	Chromosome	3370288	3370365	gene	+
SM2011_c06992	Chromosome	3370552	3371394	gene	-
SM2011_c03254	Chromosome	3372256	3372687	gene	-
SM2011_c06994	Chromosome	3372427	3372490	gene	+
SM2011_c06995	Chromosome	3372810	3372960	gene	+
SM2011_c06996	Chromosome	3373265	3373346	gene	+
SM2011_c06997	Chromosome	3373469	3373523	gene	+
SM2011_c03256	Chromosome	3374175	3374522	gene	-
SM2011_c03257	Chromosome	3374782	3376305	gene	-
SM2011_c03258	Chromosome	3376401	3377251	gene	-
SM2011_c06998	Chromosome	3376709	3376751	gene	+
SM2011_c03259	Chromosome	3377347	3378387	gene	+
SM2011_c06999	Chromosome	3377755	3377805	gene	-
SM2011_c07127	Chromosome	3377979	3378126	gene	-
SM2011_c07128	Chromosome	3378179	3378236	gene	-
SM2011_c03260	Chromosome	3378887	3380221	gene	-
SM2011_c07129	Chromosome	3380392	3380523	gene	-
SM2011_c03262	Chromosome	3380746	3381003	gene	-
SM2011_c03263	Chromosome	3382070	3382342	gene	+
SM2011_c03264	Chromosome	3382363	3383465	gene	-
SM2011_c03265	Chromosome	3383662	3384951	gene	+
SM2011_c07130	Chromosome	3384923	3385069	gene	+
SM2011_c07131	Chromosome	3385497	3385668	gene	-
SM2011_c07132	Chromosome	3385934	3386261	gene	-
SM2011_c03267	Chromosome	3386504	3387560	gene	+
SM2011_c07133	Chromosome	3386805	3386890	gene	-
SM2011_c03268	Chromosome	3387557	3389437	gene	+
SM2011_c03269	Chromosome	3389441	3391105	gene	+
SM2011_c07134	Chromosome	3389619	3389747	gene	-
SM2011_c07135	Chromosome	3391085	3392972	gene	-
SM2011_c03754	Chromosome	3391128	3392072	gene	+
SM2011_c03272	Chromosome	3392085	3392997	gene	+
SM2011_c05012	Chromosome	3393057	3393260	gene	+
SM2011_c05013	Chromosome	3393282	3393485	gene	+
SM2011_c07136	Chromosome	3393452	3393624	gene	-
SM2011_c05014	Chromosome	3393482	3393946	gene	+
SM2011_c07137	Chromosome	3393778	3393855	gene	-
SM2011_c05015	Chromosome	3394003	3394584	gene	+
SM2011_c07138	Chromosome	3394277	3394372	gene	-
SM2011_c03277	Chromosome	3395036	3396729	gene	+
SM2011_c03278	Chromosome	3396876	3397334	gene	+
SM2011_c03279	Chromosome	3397331	3397687	gene	+
SM2011_c03280	Chromosome	3397736	3398674	gene	+
SM2011_c03281	Chromosome	3398346	3399089	gene	-
SM2011_c03282	Chromosome	3399086	3400600	gene	-
SM2011_c03283	Chromosome	3400847	3402370	gene	+
SM2011_c03284	Chromosome	3402630	3402809	gene	+
SM2011_c03285	Chromosome	3402961	3404272	gene	-
SM2011_c07139	Chromosome	3403252	3403365	gene	+
SM2011_c07140	Chromosome	3403765	3403824	gene	+
SM2011_c03286	Chromosome	3404273	3405953	gene	-
SM2011_c07141	Chromosome	3404487	3404551	gene	+
SM2011_c07142	Chromosome	3404985	3405048	gene	+
SM2011_c03287	Chromosome	3405950	3408735	gene	-
SM2011_c07143	Chromosome	3406348	3406403	gene	+
SM2011_c07144	Chromosome	3407809	3407869	gene	+
SM2011_c07145	Chromosome	3408108	3408190	gene	+
SM2011_c03288	Chromosome	3409067	3409507	gene	+
SM2011_c07146	Chromosome	3409788	3409873	gene	-
SM2011_c03289	Chromosome	3409888	3410431	gene	-
SM2011_c07147	Chromosome	3410783	3410829	gene	+
SM2011_c07148	Chromosome	3410784	3410848	gene	-
SM2011_c03290	Chromosome	3410969	3411370	gene	-
SM2011_c07151	Chromosome	3411970	3412281	gene	-
SM2011_c03294	Chromosome	3413214	3413618	gene	-
SM2011_c03295	Chromosome	3413762	3414154	gene	+
SM2011_c03296	Chromosome	3414151	3414981	gene	+
SM2011_c03297	Chromosome	3415038	3415652	gene	-
SM2011_c07152	Chromosome	3415062	3415089	gene	+
SM2011_c07153	Chromosome	3415091	3415217	gene	+
SM2011_c07154	Chromosome	3415707	3416061	gene	+
SM2011_c07155	Chromosome	3415869	3415910	gene	-
SM2011_c07156	Chromosome	3416086	3416134	gene	-
SM2011_c07157	Chromosome	3416177	3416423	gene	+
SM2011_c07158	Chromosome	3416604	3417007	gene	+
SM2011_c03298	Chromosome	3416757	3418370	gene	-
SM2011_c03300	Chromosome	3418446	3418790	gene	-
SM2011_c03301	Chromosome	3418787	3419173	gene	-
SM2011_c07159	Chromosome	3419301	3419539	gene	+
SM2011_c07160	Chromosome	3419582	3419732	gene	+
SM2011_c05018	Chromosome	3420315	3422355	gene	-
SM2011_c03761	Chromosome	3422352	3427850	gene	-
SM2011_c07161	Chromosome	3422631	3422772	gene	+
SM2011_c07162	Chromosome	3425003	3425081	gene	+
SM2011_c07163	Chromosome	3426215	3426282	gene	+
SM2011_c07164	Chromosome	3427784	3427830	gene	+
SM2011_c03762	Chromosome	3427816	3430835	gene	-
SM2011_c07165	Chromosome	3431013	3431078	gene	+
SM2011_c03763	Chromosome	3431113	3432436	gene	+
SM2011_c03764	Chromosome	3432570	3433017	gene	+
SM2011_c03765	Chromosome	3433116	3435134	gene	-
SM2011_c07166	Chromosome	3434135	3434434	gene	+
SM2011_c07167	Chromosome	3434438	3434891	gene	+
SM2011_c03766	Chromosome	3435137	3436309	gene	-
SM2011_c07168	Chromosome	3436124	3436175	gene	+
SM2011_c07169	Chromosome	3436241	3436298	gene	+
SM2011_c03767	Chromosome	3436311	3437617	gene	-
SM2011_c07170	Chromosome	3436978	3437112	gene	+
SM2011_c03768	Chromosome	3437853	3438887	gene	-
SM2011_c07171	Chromosome	3438579	3438726	gene	+
SM2011_c03769	Chromosome	3438948	3441455	gene	-
SM2011_c03779	Chromosome	3441736	3441825	gene	-
SM2011_c07173	Chromosome	3441855	3441905	gene	-
SM2011_c07174	Chromosome	3441965	3442010	gene	+
SM2011_c07175	Chromosome	3442015	3442056	gene	+
SM2011_c03770	Chromosome	3442060	3442499	gene	+
SM2011_c03772	Chromosome	3442533	3442915	gene	+
SM2011_c03773	Chromosome	3442933	3443565	gene	+
SM2011_c03774	Chromosome	3443562	3444200	gene	+
SM2011_c03775	Chromosome	3444207	3445337	gene	+
SM2011_c03776	Chromosome	3445340	3446521	gene	+
SM2011_c03777	Chromosome	3446514	3447797	gene	+
SM2011_c03778	Chromosome	3447812	3448420	gene	+
SM2011_c03780	Chromosome	3448465	3448956	gene	+
SM2011_c03781	Chromosome	3449018	3449672	gene	+
SM2011_c03782	Chromosome	3449674	3451106	gene	+
SM2011_c03783	Chromosome	3451096	3452492	gene	+
SM2011_c07176	Chromosome	3452506	3452572	gene	+
SM2011_c03784	Chromosome	3452583	3453802	gene	+
SM2011_c03785	Chromosome	3453863	3454390	gene	+
SM2011_c03786	Chromosome	3454253	3455091	gene	-
SM2011_c03787	Chromosome	3455057	3455400	gene	-
SM2011_c07177	Chromosome	3455420	3455487	gene	+
SM2011_c03788	Chromosome	3455650	3459000	gene	-
SM2011_c03789	Chromosome	3458997	3460553	gene	-
SM2011_c03790	Chromosome	3460453	3461438	gene	-
SM2011_c03791	Chromosome	3461562	3462133	gene	+
SM2011_c03792	Chromosome	3462048	3462301	gene	-
SM2011_c03793	Chromosome	3462298	3463215	gene	-
SM2011_c03794	Chromosome	3463307	3463686	gene	+
SM2011_c03795	Chromosome	3463690	3464326	gene	+
SM2011_c03796	Chromosome	3464335	3464840	gene	+
SM2011_c03797	Chromosome	3464916	3465974	gene	+
SM2011_c07178	Chromosome	3464916	3464983	gene	+
SM2011_c03798	Chromosome	3466055	3467252	gene	+
SM2011_c03799	Chromosome	3467360	3468398	gene	+
SM2011_c03902	Chromosome	3468606	3468680	gene	-
SM2011_c03800	Chromosome	3468906	3469462	gene	+
SM2011_c03801	Chromosome	3469464	3470498	gene	+
SM2011_c03802	Chromosome	3470558	3471323	gene	+
SM2011_c03803	Chromosome	3471320	3471520	gene	+
SM2011_c07180	Chromosome	3471619	3471664	gene	-
SM2011_c03804	Chromosome	3471864	3473206	gene	-
SM2011_c03805	Chromosome	3473260	3474144	gene	+
SM2011_c03806	Chromosome	3474306	3474719	gene	+
SM2011_c03807	Chromosome	3474747	3476102	gene	+
SM2011_c07181	Chromosome	3476132	3476203	gene	+
SM2011_c07182	Chromosome	3476264	3476281	gene	+
SM2011_c03808	Chromosome	3476284	3479076	gene	+
SM2011_c03809	Chromosome	3479212	3480319	gene	+
SM2011_c07183	Chromosome	3479435	3479526	gene	-
SM2011_c03810	Chromosome	3480086	3480895	gene	-
SM2011_c03811	Chromosome	3480892	3481722	gene	-
SM2011_c03812	Chromosome	3481722	3483155	gene	-
SM2011_c07184	Chromosome	3483033	3483289	gene	+
SM2011_c03813	Chromosome	3483157	3484363	gene	-
SM2011_c03814	Chromosome	3484343	3485350	gene	-
SM2011_c07185	Chromosome	3484944	3485031	gene	+
SM2011_c03815	Chromosome	3485368	3486171	gene	-
SM2011_c07186	Chromosome	3485870	3485944	gene	+
SM2011_c03816	Chromosome	3486255	3487478	gene	+
SM2011_c07187	Chromosome	3487284	3487385	gene	-
SM2011_c03817	Chromosome	3487494	3488396	gene	+
SM2011_c07188	Chromosome	3487517	3487609	gene	-
SM2011_c07189	Chromosome	3488097	3488153	gene	-
SM2011_c03818	Chromosome	3488537	3489392	gene	+
SM2011_c03819	Chromosome	3489244	3489861	gene	-
SM2011_c03820	Chromosome	3489894	3490663	gene	-
SM2011_c07190	Chromosome	3489942	3489986	gene	+
SM2011_c03821	Chromosome	3490687	3491372	gene	+
SM2011_c07191	Chromosome	3490714	3490751	gene	-
SM2011_c03822	Chromosome	3491410	3491961	gene	-
SM2011_c03823	Chromosome	3492022	3493483	gene	-
SM2011_c07192	Chromosome	3492361	3492403	gene	+
SM2011_c05019	Chromosome	3493562	3493715	gene	-
SM2011_c03824	Chromosome	3493794	3494297	gene	+
SM2011_c03825	Chromosome	3494294	3495532	gene	+
SM2011_c03826	Chromosome	3495536	3496874	gene	-
SM2011_c03827	Chromosome	3497003	3497789	gene	+
SM2011_c03828	Chromosome	3497677	3498594	gene	-
SM2011_c03829	Chromosome	3498591	3499496	gene	-
SM2011_c03830	Chromosome	3499498	3500674	gene	-
SM2011_c07193	Chromosome	3499536	3499615	gene	+
SM2011_c03831	Chromosome	3500798	3502161	gene	-
SM2011_c03832	Chromosome	3502231	3502863	gene	-
SM2011_c07194	Chromosome	3502865	3503004	gene	-
SM2011_c07195	Chromosome	3503076	3503149	gene	+
SM2011_c07196	Chromosome	3503196	3503278	gene	+
SM2011_c03833	Chromosome	3503274	3503767	gene	-
SM2011_c03834	Chromosome	3503769	3504167	gene	-
SM2011_c03835	Chromosome	3504298	3504912	gene	-
SM2011_c07197	Chromosome	3504915	3504945	gene	-
SM2011_c03836	Chromosome	3504947	3505689	gene	-
SM2011_c07198	Chromosome	3505009	3505433	gene	+
SM2011_c03837	Chromosome	3505634	3506431	gene	+
SM2011_c03838	Chromosome	3506428	3509031	gene	+
SM2011_c03839	Chromosome	3509166	3510050	gene	+
SM2011_c07199	Chromosome	3509166	3509254	gene	+
SM2011_c03840	Chromosome	3510129	3510686	gene	+
SM2011_c03841	Chromosome	3510704	3511321	gene	-
SM2011_c03842	Chromosome	3511366	3511725	gene	-
SM2011_c03843	Chromosome	3511722	3512038	gene	-
SM2011_c03844	Chromosome	3512242	3512676	gene	-
SM2011_c07200	Chromosome	3512799	3512945	gene	+
SM2011_c07201	Chromosome	3512869	3512970	gene	-
SM2011_c03845	Chromosome	3512972	3513898	gene	-
SM2011_c03846	Chromosome	3513984	3516898	gene	-
SM2011_c03847	Chromosome	3516925	3517626	gene	+
SM2011_c03848	Chromosome	3517623	3518282	gene	+
SM2011_c03849	Chromosome	3518342	3519112	gene	+
SM2011_c03850	Chromosome	3519109	3519285	gene	+
SM2011_c03851	Chromosome	3519282	3520027	gene	+
SM2011_c03852	Chromosome	3519963	3520642	gene	-
SM2011_c03853	Chromosome	3520639	3521271	gene	-
SM2011_c03854	Chromosome	3521369	3523015	gene	-
SM2011_c07202	Chromosome	3521507	3521575	gene	+
SM2011_c03855	Chromosome	3523030	3524304	gene	-
SM2011_c03856	Chromosome	3524301	3525255	gene	-
SM2011_c03857	Chromosome	3525409	3527147	gene	+
SM2011_c03858	Chromosome	3527160	3527495	gene	+
SM2011_c03859	Chromosome	3527534	3527962	gene	+
SM2011_c03860	Chromosome	3527976	3528607	gene	+
SM2011_c07203	Chromosome	3527976	3528035	gene	-
SM2011_c03861	Chromosome	3528618	3529340	gene	+
SM2011_c03862	Chromosome	3529322	3530086	gene	-
SM2011_c07204	Chromosome	3529912	3530128	gene	+
SM2011_c07205	Chromosome	3530130	3530191	gene	+
SM2011_c07206	Chromosome	3530225	3530293	gene	-
SM2011_c03863	Chromosome	3530260	3530989	gene	+
SM2011_c07207	Chromosome	3530948	3531010	gene	-
SM2011_c03864	Chromosome	3531040	3531894	gene	+
SM2011_c03865	Chromosome	3531934	3532761	gene	+
SM2011_c03866	Chromosome	3532770	3534653	gene	-
SM2011_c03867	Chromosome	3534658	3535308	gene	-
SM2011_c03868	Chromosome	3535386	3535917	gene	-
SM2011_c03869	Chromosome	3536008	3537333	gene	+
SM2011_c07208	Chromosome	3536008	3536118	gene	+
SM2011_c07209	Chromosome	3536496	3536555	gene	-
SM2011_c03870	Chromosome	3537227	3538834	gene	+
SM2011_c03871	Chromosome	3538831	3539749	gene	+
SM2011_c07210	Chromosome	3539030	3539080	gene	-
SM2011_c03872	Chromosome	3539751	3541526	gene	+
SM2011_c07211	Chromosome	3541528	3541620	gene	+
SM2011_c03873	Chromosome	3541646	3542718	gene	-
SM2011_c07212	Chromosome	3542647	3542770	gene	+
SM2011_c03874	Chromosome	3542888	3543751	gene	-
SM2011_c03875	Chromosome	3543753	3544482	gene	-
SM2011_c03876	Chromosome	3544537	3545070	gene	-
SM2011_c03877	Chromosome	3545080	3548470	gene	-
SM2011_c03878	Chromosome	3548792	3549566	gene	-
SM2011_c03879	Chromosome	3549684	3550895	gene	-
SM2011_c03880	Chromosome	3551051	3551802	gene	+
SM2011_c03881	Chromosome	3551686	3552005	gene	-
SM2011_c03882	Chromosome	3552055	3552816	gene	-
SM2011_c03883	Chromosome	3552826	3553636	gene	-
SM2011_c03884	Chromosome	3553765	3554679	gene	+
SM2011_c03885	Chromosome	3554684	3555796	gene	+
SM2011_c03886	Chromosome	3555972	3557048	gene	-
SM2011_c07213	Chromosome	3557335	3557461	gene	+
SM2011_c03887	Chromosome	3557477	3558147	gene	+
SM2011_c03888	Chromosome	3558080	3559472	gene	-
SM2011_c03889	Chromosome	3559580	3560719	gene	-
SM2011_c03890	Chromosome	3560838	3561627	gene	-
SM2011_c03891	Chromosome	3561848	3562676	gene	+
SM2011_c03892	Chromosome	3562900	3563976	gene	+
SM2011_c03893	Chromosome	3564162	3564888	gene	+
SM2011_c03894	Chromosome	3564885	3565646	gene	+
SM2011_c03895	Chromosome	3565440	3569166	gene	-
SM2011_c07214	Chromosome	3567752	3567849	gene	+
SM2011_c03896	Chromosome	3569478	3570064	gene	-
SM2011_c03948	Chromosome	3570079	3570909	gene	-
SM2011_c03898	Chromosome	3570906	3571298	gene	-
SM2011_c03899	Chromosome	3571323	3571662	gene	-
SM2011_c07215	Chromosome	3571664	3571787	gene	-
SM2011_c03900	Chromosome	3571671	3573766	gene	+
SM2011_c07216	Chromosome	3572213	3572258	gene	-
SM2011_c03901	Chromosome	3573888	3575071	gene	+
SM2011_c04381	Chromosome	3575107	3576264	gene	-
SM2011_c04382	Chromosome	3576377	3585152	gene	-
SM2011_c07217	Chromosome	3576489	3576567	gene	+
SM2011_c07218	Chromosome	3584890	3584993	gene	+
SM2011_c04882	Chromosome	3585235	3586357	gene	-
SM2011_c07219	Chromosome	3585474	3585525	gene	+
SM2011_c04383	Chromosome	3586353	3587787	gene	+
SM2011_c04384	Chromosome	3587798	3589219	gene	+
SM2011_c04385	Chromosome	3589254	3590786	gene	+
SM2011_c07220	Chromosome	3589270	3589391	gene	-
SM2011_c04386	Chromosome	3590796	3592106	gene	+
SM2011_c07221	Chromosome	3591149	3591197	gene	-
SM2011_c04387	Chromosome	3592224	3592803	gene	-
SM2011_c04388	Chromosome	3592901	3594308	gene	+
SM2011_c04389	Chromosome	3594272	3595701	gene	-
SM2011_c04390	Chromosome	3595717	3597387	gene	-
SM2011_c04391	Chromosome	3597502	3598351	gene	-
SM2011_c04392	Chromosome	3598348	3599868	gene	-
SM2011_c07222	Chromosome	3598385	3598549	gene	+
SM2011_c04393	Chromosome	3599865	3600977	gene	-
SM2011_c04394	Chromosome	3600981	3601862	gene	-
SM2011_c04395	Chromosome	3601862	3602740	gene	-
SM2011_c04396	Chromosome	3602833	3604311	gene	-
SM2011_c04397	Chromosome	3604313	3605844	gene	-
SM2011_c04398	Chromosome	3605838	3606617	gene	-
SM2011_c07223	Chromosome	3605987	3606042	gene	+
SM2011_c04399	Chromosome	3606610	3608232	gene	-
SM2011_c04400	Chromosome	3608232	3609233	gene	-
SM2011_c04401	Chromosome	3609230	3610301	gene	-
SM2011_c04402	Chromosome	3610547	3611740	gene	+
SM2011_c07224	Chromosome	3611855	3611936	gene	+
SM2011_c07225	Chromosome	3611888	3611936	gene	-
SM2011_c04403	Chromosome	3611938	3614028	gene	-
SM2011_c04404	Chromosome	3614108	3614769	gene	-
SM2011_c04405	Chromosome	3614896	3616108	gene	+
SM2011_c04406	Chromosome	3616146	3616915	gene	+
SM2011_c04407	Chromosome	3616878	3618968	gene	-
SM2011_c07226	Chromosome	3618903	3619176	gene	+
SM2011_c04881	Chromosome	3619242	3619783	gene	-
SM2011_c04408	Chromosome	3619780	3620069	gene	-
SM2011_c04409	Chromosome	3620168	3620339	gene	+
SM2011_c04410	Chromosome	3620453	3621506	gene	+
SM2011_c04411	Chromosome	3621508	3622502	gene	+
SM2011_c04083	Chromosome	3622829	3623594	gene	-
SM2011_c04084	Chromosome	3623616	3624575	gene	-
SM2011_c04085	Chromosome	3624828	3629648	gene	+
SM2011_c04087	Chromosome	3629650	3631154	gene	+
SM2011_c04088	Chromosome	3631105	3632956	gene	-
SM2011_c04089	Chromosome	3633040	3634822	gene	-
SM2011_c04090	Chromosome	3634832	3636305	gene	-
SM2011_c04091	Chromosome	3636305	3637388	gene	-
SM2011_c04092	Chromosome	3637395	3637847	gene	+
SM2011_c07227	Chromosome	3637722	3637771	gene	-
SM2011_c04093	Chromosome	3637773	3639949	gene	-
SM2011_c07228	Chromosome	3639538	3639680	gene	+
SM2011_c07229	Chromosome	3639951	3639976	gene	-
SM2011_c04094	Chromosome	3640050	3640874	gene	+
SM2011_c04095	Chromosome	3640953	3643049	gene	-
SM2011_c07230	Chromosome	3641143	3641222	gene	+
SM2011_c02812	Chromosome	3643051	3643816	gene	-
SM2011_c02804	Chromosome	3643983	3646669	gene	+
SM2011_c07231	Chromosome	3646521	3646620	gene	-
SM2011_c02803	Chromosome	3646656	3647201	gene	+
SM2011_c02802	Chromosome	3647214	3648245	gene	+
SM2011_c02801	Chromosome	3648127	3649174	gene	-
SM2011_c02800	Chromosome	3649176	3650048	gene	-
SM2011_c02799	Chromosome	3649987	3650628	gene	-
SM2011_c02798	Chromosome	3650637	3652540	gene	-
SM2011_c02797	Chromosome	3652632	3654084	gene	-
SM2011_c02796	Chromosome	3654239	3655679	gene	-
SM2011_c02795	Chromosome	3655764	3656306	gene	-
SM2011_c02794	Chromosome	3656317	3657276	gene	-
SM2011_a6000	pSymA	1002	1252	gene	+
SM2011_a6001	pSymA	1342	1967	gene	+
SM2011_a6002	pSymA	1500	1550	gene	-
SM2011_a0002	pSymA	1980	4457	gene	+
SM2011_a0005	pSymA	4454	5446	gene	+
SM2011_a0007	pSymA	5424	6110	gene	+
SM2011_a6003	pSymA	5788	5840	gene	-
SM2011_a6004	pSymA	5876	5941	gene	-
SM2011_a0009	pSymA	6115	7069	gene	+
SM2011_a0011	pSymA	7074	8474	gene	+
SM2011_a0013	pSymA	8383	9255	gene	+
SM2011_a0015	pSymA	9252	11252	gene	+
SM2011_a0017	pSymA	11285	12063	gene	+
SM2011_a6005	pSymA	11478	11583	gene	-
SM2011_a5000	pSymA	12259	12616	gene	-
SM2011_a0018	pSymA	12754	13161	gene	+
SM2011_a0020	pSymA	13227	13700	gene	+
SM2011_a6007	pSymA	14113	14651	gene	+
SM2011_a0021	pSymA	14450	14868	gene	-
